,username,registration_date,nb_of_comments,nb_of_cities,age,sex,country,top_cuisines,avg_overall_rating,avg_cuisine_rating,avg_service_rating,avg_quality_price_rating,avg_mood_rating,avg_michelin,avg_price_range_estimation
137,florences857,2015,339,108,50-64,F,france,"{'Europeenne': 21, 'Francaise': 20, 'Italienne': 11, 'Mediterraneenne': 8, 'Cafe': 6, 'Pizza': 5, 'Internationale': 4, 'Bar': 4, 'Saine': 2, 'Pub': 2, 'Libanaise': 2, 'Suisse': 1, 'Soupes': 1, 'Restauration_rapide': 1, 'Portugaise': 1, 'Moderne': 1, 'Europe_centrale': 1, 'Bar_a_vins': 1, 'Asiatique': 1, 'Americaine': 1}",3.85,3.76,3.54,3.29,2.42,0.04,2.01
144,Alicia C,2013,21,18,None,None,france,"{'Francaise': 1, 'Europeenne': 1, 'Europe_centrale': 1, 'Cafe': 1}",3.88,4.19,3.56,3.38,3.5,0.0,2.0
151,64Arnaud74,2007,115,93,None,None,france,"{'Francaise': 26, 'Europeenne': 18, 'Italienne': 4, 'Suisse': 2, 'Bar': 2, 'Americaine': 2, 'Saine': 1, 'Restauration_rapide': 1, 'Pizza': 1, 'Moderne': 1, 'Japonaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1}",4.21,3.92,3.92,3.66,2.39,0.06,1.98
159,davidrS6654ZV,2012,29,128,None,None,france,"{'Francaise': 6, 'Europeenne': 6, 'Suisse': 4, 'Pizza': 3, 'Italienne': 3, 'Saine': 2, 'Pub': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Bar': 1}",4.3,3.95,3.98,3.68,1.6,0.18,1.86
169,YAUTELA,2015,144,67,None,None,france,"{'Francaise': 30, 'Saine': 12, 'Europeenne': 11, 'Italienne': 7, 'Pizza': 4, 'Pakistanaise': 2, 'Mediterraneenne': 2, 'Indienne': 2, 'Americaine': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Grillades': 1, 'Cafe': 1, 'Africaine': 1}",4.24,4.13,4.09,3.79,2.39,0.46,2.25
188,michelliebmann,2015,120,49,65+,H,portugal,"{'Europeenne': 12, 'Francaise': 10, 'Suisse': 6, 'Italienne': 6, 'Mediterraneenne': 5, 'Steakhouse': 2, 'Brasserie_gastronomique': 2, 'Bar': 2, 'Pub': 1, 'Pizza': 1, 'Japonaise': 1, 'Europe_centrale': 1, 'Cafe': 1, 'Asiatique': 1}",3.91,3.99,3.92,3.64,3.31,0.1,2.14
208,jullooo,2015,21,13,None,None,suisse,"{'Europeenne': 5, 'Francaise': 4, 'Saine': 2, 'Cafe': 2, 'Americaine': 2, 'Sushi': 1, 'Suisse': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Internationale': 1, 'Grillades': 1, 'Espagnole': 1, 'Bar': 1, 'Asiatique': 1}",4.17,4.28,4.28,3.89,2.17,0.0,2.11
226,PatrickG2652,2012,69,221,None,None,france,"{'Francaise': 11, 'Europeenne': 8, 'Steakhouse': 4, 'Italienne': 3, 'Americaine': 3, 'Saine': 2, 'Restauration_rapide': 2, 'Vietnamienne': 1, 'Thai': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Grillades': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Asiatique': 1, 'Africaine': 1}",3.87,4.04,3.9,3.71,2.14,0.19,2.15
231,scratchy73,2012,170,61,25-34,H,france,"{'Francaise': 11, 'Europeenne': 9, 'Pizza': 3, 'Italienne': 2, 'Bar': 2, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Grillades': 1, 'Diner': 1, 'Brasserie_gastronomique': 1, 'Bar_a_vins': 1}",4.03,4.08,4.08,3.77,3.97,0.1,2.0
239,filoupet,2013,70,40,None,None,suisse,"{'Europeenne': 16, 'Francaise': 15, 'Suisse': 6, 'Internationale': 4, 'Bar': 3, 'Saine': 2, 'Pub': 2, 'Mediterraneenne': 2, 'Chinoise': 2, 'Cafe': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Restauration_rapide': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar_a_vins': 1}",4.1,4.19,4.09,3.78,3.32,0.29,2.28
254,jutu54,2017,29,21,None,None,france,"{'Sushi': 1, 'Restauration_rapide': 1, 'Japonaise': 1, 'Francaise': 1, 'Europeenne': 1, 'Chinoise': 1, 'Asiatique': 1}",3.6,3.0,3.0,2.8,1.6,0.0,1.4
265,MarcS012,2010,229,158,None,None,suisse,"{'Europeenne': 25, 'Suisse': 18, 'Francaise': 14, 'Italienne': 13, 'Pizza': 8, 'Mediterraneenne': 4, 'Europe_centrale': 4, 'Traiteur': 3, 'Steakhouse': 3, 'Asiatique': 3, 'Thai': 2, 'Pub': 2, 'Americaine': 2, 'Saine': 1, 'Romana': 1, 'Restauration_rapide': 1, 'Napolitaine': 1, 'Lombarde': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Nord': 1, 'Italie_du_Centre': 1, 'Internationale': 1, 'Indienne': 1, 'Espagnole': 1, 'Chinoise': 1, 'Campanie': 1, 'Brasserie_gastronomique': 1, 'Belge': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.2,4.04,3.91,3.84,2.66,0.0,2.01
269,Pauly972,2015,32,75,None,None,suisse,"{'Europeenne': 3, 'Saine': 1, 'Restauration_rapide': 1, 'Moderne': 1, 'Libanaise': 1, 'Italienne': 1, 'Internationale': 1, 'Francaise': 1, 'Chinoise': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.25,4.38,3.89,3.88,2.53,0.0,1.84
281,BRUNOF388,2013,238,51,35-49,H,suisse,"{'Francaise': 20, 'Europeenne': 18, 'Italienne': 11, 'Suisse': 9, 'Pizza': 9, 'Americaine': 6, 'Steakhouse': 5, 'Mediterraneenne': 4, 'Restauration_rapide': 3, 'Internationale': 2, 'Europe_centrale': 2, 'Sushi': 1, 'Peruvienne': 1, 'Marocaine': 1, 'Latino': 1, 'Japonaise': 1, 'Fusion': 1}",3.47,3.49,3.49,3.34,1.88,0.04,1.72
303,Legrand74,2012,42,34,None,None,None,"{'Francaise': 7, 'Restauration_rapide': 2, 'Europeenne': 2, 'Pub': 1, 'Pizza': 1, 'Napolitaine': 1, 'Italienne': 1, 'Italie_du_Sud': 1, 'Campanie': 1, 'Bar': 1, 'Americaine': 1}",3.66,3.99,3.73,3.71,2.41,0.0,1.71
320,354mathildel,2015,4,3,None,None,france,"{'Francaise': 2, 'Europeenne': 2, 'Suisse': 1, 'Restauration_rapide': 1, 'Fusion': 1, 'Asiatique': 1}",3.75,4.06,3.94,3.62,2.5,0.0,1.75
327,emalisa,2016,83,52,None,None,suisse,"{'Europeenne': 17, 'Francaise': 15, 'Suisse': 9, 'Italienne': 6, 'Pizza': 5, 'Mediterraneenne': 4, 'Brasserie_gastronomique': 2, 'Bar_a_vins': 2, 'Bar': 2, 'Traiteur': 1, 'Toscane': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Italie_du_Centre': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Bar_a_bieres': 1, 'Asiatique': 1, 'Americaine': 1}",4.06,4.08,3.96,3.71,3.09,0.1,1.98
328,Dhug,2010,85,40,25-34,F,france,"{'Francaise': 10, 'Europeenne': 10, 'Suisse': 4, 'Indienne': 2, 'Cafe': 2, 'Saine': 1, 'Grillades': 1, 'Bar_a_vins': 1, 'Bar': 1}",4.12,4.1,4.18,3.76,2.7,0.08,2.17
330,claireMaur1,2015,33,21,None,None,france,"{'Sushi': 3, 'Japonaise': 3, 'Asiatique': 3, 'Restauration_rapide': 2, 'Francaise': 2, 'Europeenne': 2, 'Chinoise': 2, 'Turque': 1}",3.85,3.84,4.13,3.53,1.52,0.0,1.97
334,cindy74100,2017,7,5,None,None,france,"{'Francaise': 3, 'Pub': 2, 'Europeenne': 2, 'Bar': 2, 'Restauration_rapide': 1, 'Cafe': 1}",3.75,2.94,2.88,2.69,2.31,0.0,1.88
340,SophieG74380,2015,45,30,35-49,F,france,"{'Francaise': 3, 'Italienne': 2, 'Europeenne': 2, 'Restauration_rapide': 1, 'Pakistanaise': 1, 'Mediterraneenne': 1, 'Indienne': 1, 'Brasserie_gastronomique': 1}",3.84,3.86,4.05,3.52,1.66,0.0,1.91
348,paski1959,2016,44,20,None,None,suisse,"{'Europeenne': 19, 'Francaise': 12, 'Suisse': 10, 'Steakhouse': 3, 'Restauration_rapide': 3, 'Brasserie_gastronomique': 3, 'Americaine': 3, 'Saine': 2, 'Cafe': 2, 'Thai': 1, 'Portugaise': 1, 'Internationale': 1, 'Europe_centrale': 1, 'Bar': 1, 'Asiatique': 1}",3.81,3.44,3.39,3.19,2.04,0.04,1.83
349,SPG77,2007,166,309,35-49,H,france,"{'Europeenne': 57, 'Francaise': 46, 'Suisse': 22, 'Italienne': 14, 'Asiatique': 14, 'Pizza': 11, 'Mediterraneenne': 11, 'Japonaise': 9, 'Americaine': 6, 'Sushi': 5, 'Fusion': 5, 'Brasserie_gastronomique': 5, 'Restauration_rapide': 4, 'Grillades': 4, 'Chinoise': 4, 'Cafe': 4, 'Steakhouse': 3, 'Saine': 3, 'Peruvienne': 3, 'Moderne': 3, 'Latino': 3, 'Internationale': 3, 'Indienne': 3, 'Europe_centrale': 3, 'Thai': 2, 'Pakistanaise': 2, 'Libanaise': 2, 'Coreenne': 2, 'Amerique_centrale': 2, 'Africaine': 2, 'Ethiopienne': 1, 'Vietnamienne': 1, 'Toscane': 1, 'Tibetaine': 1, 'Portugaise': 1, 'Nepalaise': 1, 'Napolitaine': 1, 'Mexicaine': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Hawaienne': 1, 'Grecque': 1, 'Espagnole': 1, 'Diner': 1, 'Campanie': 1, 'Belge': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Bar': 1, 'Afghane': 1}",4.09,3.9,3.82,3.59,2.1,0.08,2.01
365,mattlor38,2015,21,8,None,None,france,"{'Francaise': 12, 'Europeenne': 12, 'Italienne': 3, 'Suisse': 2, 'Pizza': 2, 'polonaise': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Bar': 1, 'Americaine': 1}",3.75,3.9,3.77,3.52,2.65,0.0,1.96
393,PaulT791,2012,28,12,None,None,None,"{'Europeenne': 7, 'Suisse': 3, 'Francaise': 3, 'Pizza': 2, 'Napolitaine': 2, 'Italienne': 2, 'Italie_du_Sud': 2, 'Campanie': 2, 'Asiatique': 2, 'Thai': 1, 'Mediterraneenne': 1, 'Chinoise': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1}",4.18,4.3,4.26,3.85,3.26,0.18,2.18
403,icazec,2015,148,127,50-64,F,None,"{'Europeenne': 25, 'Francaise': 16, 'Italienne': 11, 'Suisse': 8, 'Pizza': 8, 'Asiatique': 8, 'Restauration_rapide': 7, 'Mediterraneenne': 7, 'Cafe': 4, 'Americaine': 4, 'Sushi': 3, 'Japonaise': 3, 'Italie_du_Sud': 3, 'Chinoise': 3, 'Bar': 3, 'Thai': 2, 'Saine': 2, 'Napolitaine': 2, 'Libanaise': 2, 'Indienne': 2, 'Diner': 2, 'Campanie': 2, 'Brasserie_gastronomique': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Pub': 1, 'Portugaise': 1, 'Mexicaine': 1, 'Marocaine': 1, 'Internationale': 1, 'Grillades': 1}",3.88,3.64,3.56,3.46,2.26,0.04,1.87
422,Qinstafood,2012,152,79,18-24,H,france,"{'Francaise': 44, 'Europeenne': 35, 'Saine': 9, 'Suisse': 6, 'Bar': 4, 'Pub': 3, 'Moderne': 3, 'Italienne': 3, 'Internationale': 3, 'Mediterraneenne': 2, 'Asiatique': 2, 'Steakhouse': 1, 'Pizza': 1, 'Indienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Cafe': 1, 'Americaine': 1}",4.08,4.14,4.11,3.86,3.21,0.14,2.14
427,Valerie P,2015,16,18,None,None,france,"{'Francaise': 7, 'Europeenne': 5, 'Restauration_rapide': 1}",4.04,3.54,3.44,3.31,1.99,0.14,2.08
428,Manugil,2009,97,406,50-64,H,suisse,"{'Europeenne': 61, 'Francaise': 51, 'Suisse': 29, 'Mediterraneenne': 13, 'Italienne': 11, 'Pizza': 8, 'Steakhouse': 4, 'Brasserie_gastronomique': 4, 'Napolitaine': 3, 'Italie_du_Sud': 3, 'Europe_centrale': 3, 'Campanie': 3, 'Internationale': 2, 'Chinoise': 2, 'Cafe': 2, 'Bar': 2, 'Asiatique': 2, 'Traiteur': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Portugaise': 1, 'Moderne': 1, 'Espagnole': 1, 'Croate': 1, 'Bar_a_vins': 1, 'Bar_a_bieres': 1, 'Asie_centrale': 1, 'Americaine': 1}",3.94,4.09,3.99,3.79,3.26,0.07,2.05
438,GFELLERA,2010,36,160,50-64,F,None,"{'Francaise': 3, 'Europeenne': 2, 'Mediterraneenne': 1, 'Libanaise': 1, 'Chinoise': 1, 'Asiatique': 1}",4.36,4.38,4.33,3.95,2.05,0.0,2.19
444,SwissTesting,2013,98,49,25-34,H,suisse,"{'Europeenne': 15, 'Francaise': 13, 'Asiatique': 5, 'Chinoise': 4, 'Vietnamienne': 3, 'Thai': 3, 'Italienne': 3, 'Suisse': 2, 'Pub': 2, 'Pizza': 2, 'Japonaise': 2, 'Bar': 2, 'Turque': 1, 'Sushi': 1, 'Steakhouse': 1, 'Napolitaine': 1, 'Mediterraneenne': 1, 'Italie_du_Sud': 1, 'Europe_centrale': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1}",3.88,4.01,3.84,3.71,3.03,0.12,2.01
459,Cachou74100,2010,31,30,None,None,None,"{'Francaise': 3, 'Europeenne': 2, 'Saine': 1, 'Restauration_rapide': 1, 'Bar': 1}",3.56,3.12,3.18,2.82,1.65,0.0,2.0
466,JBDuf,2015,7,8,None,None,suisse,"{'Francaise': 5, 'Europeenne': 5, 'Suisse': 1, 'Mediterraneenne': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.31,4.31,4.31,4.02,4.19,0.21,2.21
470,MrsJuliee,2013,54,55,None,None,france,"{'Francaise': 19, 'Europeenne': 16, 'Italienne': 6, 'Restauration_rapide': 4, 'Mediterraneenne': 4, 'Asiatique': 4, 'Suisse': 3, 'Japonaise': 3, 'Internationale': 3, 'Chinoise': 3, 'Vietnamienne': 2, 'Sushi': 2, 'Pub': 2, 'Pizza': 2, 'Indienne': 2, 'Bar': 2, 'Traiteur': 1, 'Thai': 1, 'Soupes': 1, 'Saine': 1, 'Pakistanaise': 1, 'Moderne': 1, 'Espagnole': 1, 'Diner': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Bar_a_bieres': 1, 'Americaine': 1}",3.71,3.77,3.83,3.67,2.08,0.04,1.8
487,Daniele R,2014,12,8,None,None,france,"{'Francaise': 5, 'Europeenne': 5, 'Pub': 1, 'Pizza': 1, 'Italienne': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",3.98,4.1,3.88,3.72,2.74,0.0,1.96
488,449gillesb,2014,38,172,35-49,H,italie,"{'Europeenne': 8, 'Francaise': 6, 'Sushi': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Asiatique': 1}",4.01,4.04,3.84,3.66,2.46,0.0,2.12
498,Belzebuth,2008,330,231,50-64,F,suisse,"{'Europeenne': 45, 'Francaise': 41, 'Suisse': 20, 'Italienne': 14, 'Pizza': 8, 'Mediterraneenne': 6, 'Europe_centrale': 5, 'Steakhouse': 3, 'Moderne': 3, 'Restauration_rapide': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Traiteur': 1, 'Thai': 1, 'Mexicaine': 1, 'Internationale': 1, 'Diner': 1, 'Chinoise': 1, 'Cafe': 1, 'Amerique_centrale': 1, 'Americaine': 1}",3.99,3.85,3.87,3.65,2.57,0.08,2.04
536,Laptitealice,2015,84,48,25-34,F,france,"{'Francaise': 5, 'Europeenne': 4, 'Restauration_rapide': 1, 'Fusion': 1}",3.91,4.0,3.97,3.81,2.74,0.0,2.07
541,Angiexpat,2015,110,38,18-24,F,france,"{'Francaise': 15, 'Europeenne': 9, 'Italienne': 4, 'Pizza': 3, 'Mediterraneenne': 2, 'Bar': 2, 'Suisse': 1, 'Steakhouse': 1, 'Moderne': 1, 'Libanaise': 1, 'Japonaise': 1, 'Fusion': 1, 'Diner': 1, 'Canadienne': 1, 'Cafe': 1, 'Asiatique': 1}",4.09,4.27,4.17,4.01,1.82,0.0,2.05
550,jeanmarcb291,2015,116,69,None,None,None,"{'Francaise': 25, 'Europeenne': 23, 'Italienne': 4, 'Bar': 3, 'Brasserie_gastronomique': 2, 'Toscane': 1, 'Suisse': 1, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Restaurants_de_biere': 1, 'Pub': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Moderne': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Cafe': 1, 'Asiatique': 1, 'Americaine': 1}",4.04,4.15,4.1,3.83,3.11,0.03,2.12
556,BoardingPass668581,2016,21,16,None,None,None,"{'Europeenne': 4, 'Pizza': 3, 'Italienne': 3, 'Francaise': 3, 'Restauration_rapide': 2, 'Suisse': 1, 'Europe_centrale': 1, 'Belge': 1, 'Bar_a_bieres': 1}",4.3,3.76,3.67,3.74,1.1,0.0,1.97
557,alain237,2019,169,57,None,None,None,"{'Europeenne': 40, 'Francaise': 30, 'Suisse': 23, 'Italienne': 3, 'Internationale': 3, 'Europe_centrale': 3, 'Cafe': 3, 'Portugaise': 2, 'Pizza': 2, 'Mediterraneenne': 2, 'Moderne': 2, 'Asiatique': 2, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Pub': 1, 'Japonaise': 1, 'Brasserie_gastronomique': 1}",4.12,3.94,3.86,3.62,2.02,0.14,2.26
575,pierrepB1853OZ,2016,220,100,None,None,france,"{'Europeenne': 45, 'Francaise': 39, 'Italienne': 29, 'Pizza': 19, 'Mediterraneenne': 19, 'Suisse': 7, 'Bar': 4, 'Americaine': 4, 'Steakhouse': 3, 'Japonaise': 3, 'Chinoise': 3, 'Asiatique': 3, 'Marocaine': 2, 'Lombarde': 2, 'Italie_du_Nord': 2, 'Internationale': 2, 'Vietnamienne': 1, 'Turque': 1, 'Tunisienne': 1, 'Toscane': 1, 'Thai': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Pub': 1, 'Napolitaine': 1, 'Mexicaine': 1, 'Libanaise': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Espagnole': 1, 'Diner': 1, 'Campanie': 1, 'Cafe': 1, 'Brasserie_gastronomique': 1, 'Amerique_centrale': 1}",3.64,3.73,3.67,3.54,2.75,0.04,1.95
576,beer-thome,2015,169,68,35-49,H,suisse,"{'Europeenne': 29, 'Francaise': 19, 'Suisse': 10, 'Pub': 7, 'Mediterraneenne': 7, 'Italienne': 7, 'Bar': 7, 'Americaine': 6, 'Pizza': 4, 'Steakhouse': 3, 'Perse': 3, 'Libanaise': 3, 'Internationale': 3, 'Restauration_rapide': 2, 'Mexicaine': 2, 'Grillades': 2, 'Fusion': 2, 'Europe_centrale': 2, 'Brasserie_gastronomique': 2, 'Ethiopienne': 1, 'Saine': 1, 'Romana': 1, 'Moderne': 1, 'Marocaine': 1, 'Latium': 1, 'Italie_du_Centre': 1, 'Diner': 1, 'Croate': 1, 'Bar_a_bieres': 1, 'Africaine': 1, 'Afghane': 1}",3.88,3.77,3.7,3.63,2.53,0.02,1.92
603,Kimico1201,2014,376,137,25-34,F,suisse,"{'Europeenne': 27, 'Francaise': 26, 'Asiatique': 15, 'Suisse': 11, 'Bar': 11, 'Pizza': 7, 'Chinoise': 7, 'Pub': 6, 'Italienne': 6, 'Internationale': 6, 'Thai': 5, 'Japonaise': 4, 'Cafe': 4, 'Americaine': 4, 'Restauration_rapide': 3, 'Mediterraneenne': 3, 'Bar_a_vins': 3, 'Moderne': 2, 'Grillades': 2, 'Diner': 2, 'Vietnamienne': 1, 'Turque': 1, 'Tibetaine': 1, 'Sushi': 1, 'Steakhouse': 1, 'Saine': 1, 'Mexicaine': 1, 'Indienne': 1, 'Espagnole': 1, 'Coreenne': 1, 'Brasserie_gastronomique': 1}",3.74,3.52,3.47,3.29,1.99,0.02,1.86
613,paloma2000ch,2011,37,74,35-49,F,france,"{'Francaise': 4, 'Europeenne': 4, 'Bar': 2, 'Suisse': 1, 'Pizza': 1, 'Japonaise': 1, 'Italienne': 1, 'Europe_centrale': 1, 'Chinoise': 1, 'Asiatique': 1}",3.52,3.58,3.73,3.44,2.83,0.0,1.54
623,sgtl2016,2016,12,8,None,None,croatie,"{'Europeenne': 3, 'Suisse': 2, 'Japonaise': 2, 'Francaise': 2, 'Chinoise': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Thai': 1, 'Saine': 1, 'Pub': 1, 'Bar': 1}",3.82,3.8,3.92,3.78,3.3,0.0,1.45
624,guillaumer501,2012,44,22,None,None,None,"{'Francaise': 19, 'Europeenne': 18, 'Italienne': 14, 'Pizza': 12, 'Asiatique': 5, 'Mediterraneenne': 3, 'Japonaise': 3, 'Chinoise': 3, 'Suisse': 2, 'Restauration_rapide': 2, 'Vietnamienne': 1, 'Toscane': 1, 'Thai': 1, 'Sushi': 1, 'Steakhouse': 1, 'Sicilienne': 1, 'Saine': 1, 'Romana': 1, 'Pub': 1, 'Latium': 1, 'Italie_du_Sud': 1, 'Italie_du_Centre': 1, 'Fusion': 1, 'Bar': 1}",3.81,3.56,3.53,3.46,2.09,0.03,1.86
628,128j_r_mem,2015,16,13,None,None,suisse,"{'Europeenne': 4, 'Asiatique': 3, 'Thai': 2, 'Italienne': 2, 'Francaise': 2, 'Suisse': 1, 'Pizza': 1, 'Mediterraneenne': 1, 'Japonaise': 1, 'Chinoise': 1}",3.98,4.11,4.03,3.89,3.87,0.0,2.06
629,Clock d,2013,62,18,None,None,None,"{'Asiatique': 31, 'Chinoise': 23, 'Japonaise': 14, 'Europeenne': 11, 'Vietnamienne': 10, 'Sushi': 6, 'Francaise': 6, 'Thai': 5, 'Steakhouse': 5, 'Soupes': 5, 'Turque': 4, 'Italienne': 4, 'Suisse': 3, 'Restauration_rapide': 3, 'Mediterraneenne': 3, 'Americaine': 3, 'Pizza': 2, 'Internationale': 2, 'Grillades': 2, 'Cafe': 2, 'Saine': 1, 'Libanaise': 1, 'Latino': 1, 'Indienne': 1, 'Bresilienne': 1, 'Bar': 1}",3.64,3.82,3.67,3.72,1.88,0.03,1.61
644,FabriZio74130,2015,112,76,None,None,None,"{'Europeenne': 13, 'Francaise': 9, 'Suisse': 3, 'Japonaise': 2, 'Italienne': 2, 'Chinoise': 2, 'Cafe': 2, 'Asiatique': 2, 'Vietnamienne': 1, 'Turque': 1, 'Sushi': 1, 'Saine': 1, 'Restauration_rapide': 1, 'Mediterraneenne': 1, 'Grillades': 1, 'Europe_centrale': 1, 'Brasserie_gastronomique': 1, 'Bar': 1}",4.07,3.68,3.6,3.46,2.17,0.13,1.72
